Date,Open,High,Low,Close,Volume,Price_Change,Percentage_Change,Average_Price,Range
24/04/2019,2.59,2.62,2.59,2.61,7448223,0.02,0.772200772,2.605,0.03
23/04/2019,2.59,2.6,2.58,2.59,619615,0,0,2.59,0.02
22/04/2019,2.65,2.66,2.59,2.59,1170601,-0.06,-2.264150943,2.625,0.07
18/04/2019,2.67,2.67,2.61,2.61,2617846,-0.06,-2.247191011,2.64,0.06
17/04/2019,2.68,2.68,2.67,2.67,1159523,-0.01,-0.373134328,2.675,0.01
16/04/2019,2.68,2.7,2.67,2.69,593530,0.01,0.373134328,2.685,0.03
15/04/2019,2.67,2.72,2.66,2.68,5855433,0.01,0.374531835,2.69,0.06
11/04/2019,2.78,2.78,2.69,2.71,2580346,-0.07,-2.517985612,2.735,0.09
10/04/2019,2.8,2.83,2.79,2.8,2692683,0,0,2.81,0.04
09/04/2019,2.81,2.86,2.75,2.8,3108377,-0.01,-0.355871886,2.805,0.11
08/04/2019,2.71,2.82,2.71,2.81,3588799,0.1,3.6900369,2.765,0.11
04/04/2019,2.45,2.51,2.4,2.5,5269707,0.05,2.040816327,2.455,0.11
03/04/2019,2.31,2.51,2.27,2.45,10530290,0.14,6.060606061,2.39,0.24
02/04/2019,2.22,2.35,2.22,2.31,4107435,0.09,4.054054054,2.285,0.13
01/04/2019,2.25,2.25,2.22,2.22,310673,-0.03,-1.333333333,2.235,0.03
28/03/2019,2.25,2.25,2.25,2.25,93854,0,0,2.25,0
27/03/2019,2.22,2.25,2.22,2.25,452253,0.03,1.351351351,2.235,0.03
26/03/2019,2,2.23,2,2.21,16193640,0.21,10.5,2.115,0.23
25/03/2019,2.19,2.2,2.16,2.16,147735,-0.03,-1.369863014,2.18,0.04
21/03/2019,2.21,2.21,2.19,2.19,188665,-0.02,-0.904977376,2.2,0.02
20/03/2019,2.2,2.23,2.2,2.22,9088697,0.02,0.909090909,2.215,0.03
19/03/2019,2.19,2.2,2.19,2.2,2512413,0.01,0.456621005,2.195,0.01
18/03/2019,2.24,2.24,2.2,2.2,186418,-0.04,-1.785714286,2.22,0.04
14/03/2019,2.15,2.22,2.15,2.2,1899317,0.05,2.325581395,2.185,0.07
13/03/2019,2.19,2.19,2.16,2.16,109066,-0.03,-1.369863014,2.175,0.03
12/03/2019,2.2,2.21,2.19,2.19,4534897,-0.01,-0.454545455,2.2,0.02
11/03/2019,2.19,2.2,2.19,2.19,2944087,0,0,2.195,0.01
07/03/2019,2.2,2.21,2.19,2.19,519850,-0.01,-0.454545455,2.2,0.02
06/03/2019,2.19,2.21,2.18,2.21,837188,0.02,0.913242009,2.195,0.03
05/03/2019,2.22,2.22,2.19,2.19,2420689,-0.03,-1.351351351,2.205,0.03
04/03/2019,2.23,2.23,2.22,2.22,4005195,-0.01,-0.448430493,2.225,0.01
28/02/2019,2.23,2.23,2.21,2.23,461320,0,0,2.22,0.02
27/02/2019,2.24,2.24,2.24,2.24,230284,0,0,2.24,0
26/02/2019,2.23,2.25,2.23,2.24,1305948,0.01,0.448430493,2.24,0.02
25/02/2019,2.23,2.25,2.22,2.22,466234,-0.01,-0.448430493,2.235,0.03
21/02/2019,2.22,2.25,2.2,2.25,1378194,0.03,1.351351351,2.225,0.05
20/02/2019,2.18,2.21,2.18,2.21,1649758,0.03,1.376146789,2.195,0.03
19/02/2019,2.22,2.22,2.19,2.2,5893768,-0.02,-0.900900901,2.205,0.03
18/02/2019,2.24,2.24,2.22,2.23,187992,-0.01,-0.446428571,2.23,0.02
14/02/2019,2.26,2.26,2.21,2.21,396025,-0.05,-2.212389381,2.235,0.05
13/02/2019,2.24,2.25,2.24,2.24,5808974,0,0,2.245,0.01
12/02/2019,2.25,2.26,2.25,2.26,110975,0.01,0.444444444,2.255,0.01
11/02/2019,2.23,2.26,2.22,2.26,19559,0.03,1.34529148,2.24,0.04
07/02/2019,2.22,2.27,2.22,2.23,73723,0.01,0.45045045,2.245,0.05
06/02/2019,2.24,2.24,2.23,2.24,127881,0,0,2.235,0.01
05/02/2019,2.25,2.26,2.24,2.24,246854,-0.01,-0.444444444,2.25,0.02
04/02/2019,2.26,2.28,2.25,2.28,3608382,0.02,0.884955752,2.265,0.03
31/01/2019,2.28,2.31,2.28,2.31,267873,0.03,1.315789474,2.295,0.03
30/01/2019,2.29,2.32,2.28,2.32,1297780,0.03,1.310043668,2.3,0.04
29/01/2019,2.23,2.29,2.23,2.29,65690,0.06,2.69058296,2.26,0.06
28/01/2019,2.22,2.26,2.2,2.26,88558,0.04,1.801801802,2.23,0.06
24/01/2019,2.22,2.29,2.21,2.29,106096,0.07,3.153153153,2.25,0.08
23/01/2019,2.22,2.22,2.22,2.22,30085,0,0,2.22,0
22/01/2019,2.19,2.22,2.19,2.22,56537,0.03,1.369863014,2.205,0.03
21/01/2019,2.22,2.22,2.2,2.22,861333,0,0,2.21,0.02
17/01/2019,2.3,2.3,2.24,2.24,264125,-0.06,-2.608695652,2.27,0.06
16/01/2019,2.29,2.31,2.29,2.3,712069,0.01,0.436681223,2.3,0.02
15/01/2019,2.3,2.3,2.29,2.3,805620,0,0,2.295,0.01
14/01/2019,2.31,2.31,2.3,2.31,2165618,0,0,2.305,0.01
10/01/2019,2.31,2.32,2.31,2.32,40489,0.01,0.432900433,2.315,0.01
09/01/2019,2.34,2.34,2.31,2.33,300966,-0.01,-0.427350427,2.325,0.03
08/01/2019,2.31,2.34,2.29,2.34,874845,0.03,1.298701299,2.315,0.05
07/01/2019,2.31,2.31,2.3,2.3,1452827,-0.01,-0.432900433,2.305,0.01
03/01/2019,2.32,2.32,2.3,2.32,906302,0,0,2.31,0.02
02/01/2019,2.32,2.34,2.31,2.34,344165,0.02,0.862068966,2.325,0.03
31/12/2018,2.31,2.32,2.29,2.32,1077947,0.01,0.432900433,2.305,0.03
27/12/2018,2.3,2.31,2.3,2.3,2744140,0,0,2.305,0.01
26/12/2018,2.29,2.3,2.29,2.29,671749,0,0,2.295,0.01
25/12/2018,2.3,2.31,2.29,2.29,302158,-0.01,-0.434782609,2.3,0.02
24/12/2018,2.3,2.32,2.29,2.32,1424458,0.02,0.869565217,2.305,0.03
20/12/2018,2.3,2.31,2.29,2.31,904588,0.01,0.434782609,2.3,0.02
19/12/2018,2.28,2.3,2.28,2.3,114596,0.02,0.877192982,2.29,0.02
18/12/2018,2.28,2.29,2.28,2.28,3413940,0,0,2.285,0.01
17/12/2018,2.28,2.3,2.28,2.3,466580,0.02,0.877192982,2.29,0.02
13/12/2018,2.29,2.3,2.29,2.29,71976,0,0,2.295,0.01
12/12/2018,2.27,2.3,2.27,2.3,503000,0.03,1.321585903,2.285,0.03
11/12/2018,2.28,2.3,2.28,2.3,275294,0.02,0.877192982,2.29,0.02
10/12/2018,2.25,2.28,2.25,2.27,668176,0.02,0.888888889,2.265,0.03
06/12/2018,2.25,2.3,2.25,2.3,603613,0.05,2.222222222,2.275,0.05
05/12/2018,2.3,2.33,2.25,2.25,4057733,-0.05,-2.173913043,2.29,0.08
04/12/2018,2.32,2.34,2.32,2.33,853589,0.01,0.431034483,2.33,0.02
29/11/2018,2.29,2.32,2.29,2.32,603725,0.03,1.310043668,2.305,0.03
28/11/2018,2.3,2.3,2.25,2.27,2095834,-0.03,-1.304347826,2.275,0.05
27/11/2018,2.3,2.33,2.3,2.33,142932,0.03,1.304347826,2.315,0.03
26/11/2018,2.3,2.33,2.3,2.33,87082,0.03,1.304347826,2.315,0.03
22/11/2018,2.34,2.34,2.31,2.31,1505042,-0.03,-1.282051282,2.325,0.03
21/11/2018,2.34,2.35,2.28,2.33,1725186,-0.01,-0.427350427,2.315,0.07
20/11/2018,2.39,2.39,2.35,2.35,215665,-0.04,-1.673640167,2.37,0.04
19/11/2018,2.43,2.43,2.36,2.38,1102476,-0.05,-2.057613169,2.395,0.07
15/11/2018,2.37,2.43,2.37,2.43,1154221,0.06,2.53164557,2.4,0.06
14/11/2018,2.37,2.38,2.35,2.38,2053403,0.01,0.421940928,2.365,0.03
13/11/2018,2.37,2.38,2.36,2.38,3735164,0.01,0.421940928,2.37,0.02
12/11/2018,2.38,2.38,2.35,2.38,1201391,0,0,2.365,0.03
08/11/2018,2.39,2.39,2.34,2.37,206526,-0.02,-0.836820084,2.365,0.05
07/11/2018,2.35,2.38,2.35,2.38,337604,0.03,1.276595745,2.365,0.03
06/11/2018,2.36,2.37,2.3,2.37,2645488,0.01,0.423728814,2.335,0.07
05/11/2018,2.31,2.35,2.3,2.35,882951,0.04,1.731601732,2.325,0.05
01/11/2018,2.23,2.32,2.23,2.32,2686921,0.09,4.035874439,2.275,0.09
31/10/2018,2.22,2.23,2.21,2.22,607011,0,0,2.22,0.02
30/10/2018,2.18,2.2,2.13,2.2,6558732,0.02,0.917431193,2.165,0.07
29/10/2018,2.16,2.18,2.16,2.18,117995,0.02,0.925925926,2.17,0.02
25/10/2018,2.13,2.2,2.13,2.19,430845,0.06,2.816901408,2.165,0.07
24/10/2018,2.18,2.2,2.15,2.2,2016578,0.02,0.917431193,2.175,0.05
23/10/2018,2.23,2.23,2.2,2.2,1937320,-0.03,-1.34529148,2.215,0.03
22/10/2018,2.26,2.27,2.25,2.25,2287666,-0.01,-0.442477876,2.26,0.02
18/10/2018,2.18,2.25,2.18,2.25,1202412,0.07,3.211009174,2.215,0.07
17/10/2018,2.15,2.2,2.15,2.18,1605761,0.03,1.395348837,2.175,0.05
16/10/2018,2.25,2.25,2.19,2.19,1763760,-0.06,-2.666666667,2.22,0.06
15/10/2018,2.25,2.3,2.24,2.27,374418,0.02,0.888888889,2.27,0.06
11/10/2018,2.32,2.32,2.29,2.3,300527,-0.02,-0.862068966,2.305,0.03
10/10/2018,2.35,2.37,2.33,2.33,3023034,-0.02,-0.85106383,2.35,0.04
09/10/2018,2.34,2.39,2.34,2.35,1718176,0.01,0.427350427,2.365,0.05
08/10/2018,2.36,2.36,2.32,2.34,574525,-0.02,-0.847457627,2.34,0.04
04/10/2018,2.38,2.38,2.35,2.35,5558535,-0.03,-1.260504202,2.365,0.03
03/10/2018,2.39,2.39,2.38,2.38,11624300,-0.01,-0.418410042,2.385,0.01
02/10/2018,2.39,2.41,2.36,2.41,771552,0.02,0.836820084,2.385,0.05
01/10/2018,2.4,2.4,2.39,2.39,1064474,-0.01,-0.416666667,2.395,0.01
27/09/2018,2.42,2.42,2.39,2.39,502277,-0.03,-1.239669421,2.405,0.03
26/09/2018,2.39,2.42,2.39,2.42,475411,0.03,1.255230126,2.405,0.03
25/09/2018,2.4,2.4,2.39,2.39,205614,-0.01,-0.416666667,2.395,0.01
24/09/2018,2.41,2.44,2.4,2.4,323549,-0.01,-0.414937759,2.42,0.04
20/09/2018,2.38,2.41,2.38,2.38,200505,0,0,2.395,0.03
19/09/2018,2.38,2.38,2.38,2.38,134809,0,0,2.38,0
18/09/2018,2.39,2.4,2.38,2.39,1357756,0,0,2.39,0.02
17/09/2018,2.44,2.44,2.4,2.41,923941,-0.03,-1.229508197,2.42,0.04
12/09/2018,2.44,2.44,2.44,2.44,4332,0,0,2.44,0
11/09/2018,2.44,2.45,2.43,2.45,661504,0.01,0.409836066,2.44,0.02
10/09/2018,2.45,2.46,2.44,2.45,414136,0,0,2.45,0.02
06/09/2018,2.41,2.45,2.41,2.45,1412653,0.04,1.659751037,2.43,0.04
05/09/2018,2.36,2.45,2.36,2.45,1455367,0.09,3.813559322,2.405,0.09
04/09/2018,2.39,2.41,2.39,2.39,468411,0,0,2.4,0.02
03/09/2018,2.43,2.43,2.37,2.4,1327884,-0.03,-1.234567901,2.4,0.06
30/08/2018,2.41,2.45,2.41,2.45,189760,0.04,1.659751037,2.43,0.04
29/08/2018,2.47,2.47,2.41,2.47,567693,0,0,2.44,0.06
28/08/2018,2.38,2.46,2.38,2.45,1736326,0.07,2.941176471,2.42,0.08
27/08/2018,2.36,2.38,2.36,2.38,174557,0.02,0.847457627,2.37,0.02
16/08/2018,2.36,2.4,2.35,2.35,665838,-0.01,-0.423728814,2.375,0.05
15/08/2018,2.36,2.36,2.36,2.36,1415405,0,0,2.36,0
14/08/2018,2.36,2.39,2.36,2.36,20446779,0,0,2.375,0.03
13/08/2018,2.4,2.4,2.36,2.36,264108,-0.04,-1.666666667,2.38,0.04
09/08/2018,2.36,2.44,2.36,2.44,6510,0.08,3.389830508,2.4,0.08
08/08/2018,2.46,2.46,2.36,2.36,1333666,-0.1,-4.06504065,2.41,0.1
07/08/2018,2.47,2.48,2.44,2.46,1127510,-0.01,-0.4048583,2.46,0.04
06/08/2018,2.47,2.48,2.47,2.47,233636,0,0,2.475,0.01
02/08/2018,2.5,2.5,2.5,2.5,1000,0,0,2.5,0
01/08/2018,2.5,2.5,2.5,2.5,66839,0,0,2.5,0
31/07/2018,2.5,2.51,2.47,2.47,8082865,-0.03,-1.2,2.49,0.04
30/07/2018,2.5,2.52,2.5,2.52,337842,0.02,0.8,2.51,0.02
26/07/2018,2.47,2.5,2.47,2.47,224080,0,0,2.485,0.03
25/07/2018,2.46,2.52,2.46,2.46,985978,0,0,2.49,0.06
24/07/2018,2.51,2.52,2.47,2.47,165393,-0.04,-1.593625498,2.495,0.05
23/07/2018,2.47,2.54,2.47,2.5,33073262,0.03,1.214574899,2.505,0.07
19/07/2018,2.46,2.47,2.46,2.46,181091,0,0,2.465,0.01
18/07/2018,2.46,2.47,2.46,2.46,408716,0,0,2.465,0.01
17/07/2018,2.47,2.47,2.45,2.46,1178524,-0.01,-0.4048583,2.46,0.02
16/07/2018,2.46,2.48,2.46,2.47,418694,0.01,0.406504065,2.47,0.02
12/07/2018,2.43,2.47,2.43,2.47,1071181,0.04,1.646090535,2.45,0.04
11/07/2018,2.42,2.44,2.42,2.43,124175,0.01,0.41322314,2.43,0.02
10/07/2018,2.42,2.43,2.42,2.42,207616,0,0,2.425,0.01
09/07/2018,2.42,2.45,2.42,2.42,476828,0,0,2.435,0.03
05/07/2018,2.4,2.44,2.4,2.44,105309,0.04,1.666666667,2.42,0.04
04/07/2018,2.41,2.42,2.4,2.4,178891,-0.01,-0.414937759,2.41,0.02
03/07/2018,2.4,2.4,2.4,2.4,169348,0,0,2.4,0
02/07/2018,2.4,2.4,2.4,2.4,1060383,0,0,2.4,0
28/06/2018,2.35,2.38,2.35,2.37,2525157,0.02,0.85106383,2.365,0.03
27/06/2018,2.32,2.36,2.32,2.35,2145406,0.03,1.293103448,2.34,0.04
26/06/2018,2.34,2.38,2.34,2.38,234633,0.04,1.709401709,2.36,0.04
25/06/2018,2.4,2.4,2.34,2.34,435605,-0.06,-2.5,2.37,0.06
21/06/2018,2.34,2.39,2.34,2.39,269000,0.05,2.136752137,2.365,0.05
20/06/2018,2.37,2.38,2.25,2.33,448337,-0.04,-1.687763713,2.315,0.13
19/06/2018,2.37,2.39,2.35,2.35,290003,-0.02,-0.843881857,2.37,0.04
18/06/2018,2.37,2.4,2.37,2.4,92487,0.03,1.265822785,2.385,0.03
14/06/2018,2.42,2.42,2.42,2.42,320216,0,0,2.42,0
13/06/2018,2.38,2.43,2.38,2.43,1038853,0.05,2.100840336,2.405,0.05
12/06/2018,2.37,2.38,2.35,2.35,931695,-0.02,-0.843881857,2.365,0.03
11/06/2018,2.39,2.39,2.38,2.38,808786,-0.01,-0.418410042,2.385,0.01
07/06/2018,2.43,2.43,2.39,2.39,1384333,-0.04,-1.646090535,2.41,0.04
06/06/2018,2.48,2.48,2.42,2.42,1589608,-0.06,-2.419354839,2.45,0.06
05/06/2018,2.46,2.48,2.46,2.48,886539,0.02,0.81300813,2.47,0.02
04/06/2018,2.48,2.5,2.46,2.46,1403084,-0.02,-0.806451613,2.48,0.04
31/05/2018,2.48,2.5,2.48,2.48,1428833,0,0,2.49,0.02
30/05/2018,2.46,2.5,2.45,2.5,1267095,0.04,1.62601626,2.475,0.05
29/05/2018,2.49,2.49,2.46,2.46,78905,-0.03,-1.204819277,2.475,0.03
28/05/2018,2.5,2.5,2.47,2.48,367427,-0.02,-0.8,2.485,0.03
24/05/2018,2.48,2.48,2.46,2.46,548962,-0.02,-0.806451613,2.47,0.02
23/05/2018,2.47,2.5,2.47,2.47,346370,0,0,2.485,0.03
22/05/2018,2.46,2.5,2.46,2.47,65473,0.01,0.406504065,2.48,0.04
21/05/2018,2.48,2.49,2.48,2.49,400954,0.01,0.403225806,2.485,0.01
17/05/2018,2.5,2.51,2.48,2.5,622031,0,0,2.495,0.03
16/05/2018,2.48,2.5,2.45,2.5,563436,0.02,0.806451613,2.475,0.05
15/05/2018,2.45,2.49,2.45,2.47,11371,0.02,0.816326531,2.47,0.04
14/05/2018,2.47,2.5,2.44,2.44,375833,-0.03,-1.214574899,2.47,0.06
10/05/2018,2.48,2.51,2.48,2.51,219071,0.03,1.209677419,2.495,0.03
09/05/2018,2.52,2.52,2.48,2.5,2755942,-0.02,-0.793650794,2.5,0.04
08/05/2018,2.5,2.5,2.5,2.5,199122,0,0,2.5,0
07/05/2018,2.54,2.54,2.5,2.5,666307,-0.04,-1.57480315,2.52,0.04
03/05/2018,2.44,2.48,2.43,2.47,348199,0.03,1.229508197,2.455,0.05
02/05/2018,2.43,2.48,2.43,2.44,210931,0.01,0.411522634,2.455,0.05
01/05/2018,2.45,2.45,2.43,2.43,282867,-0.02,-0.816326531,2.44,0.02
30/04/2018,2.44,2.45,2.42,2.45,693928,0.01,0.409836066,2.435,0.03
26/04/2018,2.44,2.45,2.42,2.44,53778,0,0,2.435,0.03
25/04/2018,2.49,2.49,2.44,2.44,973882,-0.05,-2.008032129,2.465,0.05
24/04/2018,2.45,2.45,2.44,2.45,1486309,0,0,2.445,0.01
23/04/2018,2.5,2.5,2.45,2.45,769109,-0.05,-2,2.475,0.05
19/04/2018,2.47,2.49,2.44,2.46,473153,-0.01,-0.4048583,2.465,0.05
18/04/2018,2.49,2.49,2.47,2.48,185139,-0.01,-0.401606426,2.48,0.02
17/04/2018,2.53,2.53,2.49,2.49,1654751,-0.04,-1.581027668,2.51,0.04
16/04/2018,2.54,2.54,2.5,2.53,2002663,-0.01,-0.393700787,2.52,0.04
12/04/2018,2.57,2.57,2.55,2.55,703281,-0.02,-0.778210117,2.56,0.02
11/04/2018,2.58,2.6,2.58,2.58,882058,0,0,2.59,0.02
10/04/2018,2.62,2.62,2.59,2.59,471133,-0.03,-1.145038168,2.605,0.03
09/04/2018,2.62,2.64,2.58,2.61,229052,-0.01,-0.381679389,2.61,0.06
05/04/2018,2.63,2.64,2.6,2.63,584112,0,0,2.62,0.04
04/04/2018,2.62,2.64,2.62,2.64,590187,0.02,0.763358779,2.63,0.02
03/04/2018,2.6,2.6,2.57,2.57,611043,-0.03,-1.153846154,2.585,0.03
02/04/2018,2.67,2.67,2.58,2.62,2236304,-0.05,-1.872659176,2.625,0.09
29/03/2018,2.68,2.68,2.64,2.64,1986683,-0.04,-1.492537313,2.66,0.04
28/03/2018,2.67,2.7,2.65,2.67,3627017,0,0,2.675,0.05
27/03/2018,2.67,2.69,2.67,2.68,2507090,0.01,0.374531835,2.68,0.02
26/03/2018,2.61,2.66,2.6,2.66,3549145,0.05,1.915708812,2.63,0.06
22/03/2018,2.62,2.64,2.62,2.63,143799,0.01,0.381679389,2.63,0.02
21/03/2018,2.61,2.65,2.61,2.65,887358,0.04,1.53256705,2.63,0.04
20/03/2018,2.61,2.63,2.6,2.61,2076663,0,0,2.615,0.03
19/03/2018,2.63,2.63,2.61,2.62,717064,-0.01,-0.380228137,2.62,0.02
15/03/2018,2.63,2.63,2.55,2.55,4010410,-0.08,-3.041825095,2.59,0.08
14/03/2018,2.63,2.64,2.62,2.62,325371,-0.01,-0.380228137,2.63,0.02
13/03/2018,2.63,2.64,2.63,2.64,423164,0.01,0.380228137,2.635,0.01
12/03/2018,2.62,2.64,2.62,2.63,508836,0.01,0.381679389,2.63,0.02
08/03/2018,2.64,2.67,2.64,2.66,300622,0.02,0.757575758,2.655,0.03
07/03/2018,2.64,2.64,2.64,2.64,18581,0,0,2.64,0
06/03/2018,2.63,2.65,2.62,2.65,3359498,0.02,0.760456274,2.635,0.03
05/03/2018,2.64,2.65,2.63,2.63,557954,-0.01,-0.378787879,2.64,0.02
01/03/2018,2.64,2.66,2.64,2.66,77607,0.02,0.757575758,2.65,0.02
28/02/2018,2.65,2.69,2.62,2.69,2371055,0.04,1.509433962,2.655,0.07
27/02/2018,2.66,2.66,2.6,2.65,790194,-0.01,-0.37593985,2.63,0.06
26/02/2018,2.68,2.69,2.67,2.67,867820,-0.01,-0.373134328,2.68,0.02
22/02/2018,2.68,2.69,2.66,2.67,188375,-0.01,-0.373134328,2.675,0.03
21/02/2018,2.66,2.68,2.66,2.67,238090,0.01,0.37593985,2.67,0.02
20/02/2018,2.66,2.66,2.64,2.65,1776630,-0.01,-0.37593985,2.65,0.02
19/02/2018,2.67,2.7,2.64,2.66,414454,-0.01,-0.374531835,2.67,0.06
15/02/2018,2.66,2.67,2.64,2.64,1825334,-0.02,-0.751879699,2.655,0.03
14/02/2018,2.69,2.7,2.66,2.66,284352,-0.03,-1.115241636,2.68,0.04
13/02/2018,2.68,2.75,2.66,2.66,3288332,-0.02,-0.746268657,2.705,0.09
12/02/2018,2.64,2.71,2.64,2.7,3054104,0.06,2.272727273,2.675,0.07
08/02/2018,2.65,2.67,2.63,2.65,1227972,0,0,2.65,0.04
07/02/2018,2.6,2.69,2.6,2.67,9211166,0.07,2.692307692,2.645,0.09
06/02/2018,2.6,2.65,2.54,2.59,1100582,-0.01,-0.384615385,2.595,0.11
05/02/2018,2.65,2.66,2.63,2.65,1445649,0,0,2.645,0.03
01/02/2018,2.67,2.7,2.67,2.7,54324,0.03,1.123595506,2.685,0.03
31/01/2018,2.7,2.7,2.68,2.69,134330,-0.01,-0.37037037,2.69,0.02
30/01/2018,2.71,2.71,2.67,2.68,3902249,-0.03,-1.10701107,2.69,0.04
29/01/2018,2.71,2.71,2.69,2.71,496713,0,0,2.7,0.02
25/01/2018,2.68,2.74,2.68,2.7,4494768,0.02,0.746268657,2.71,0.06
24/01/2018,2.72,2.73,2.69,2.69,1709652,-0.03,-1.102941176,2.71,0.04
23/01/2018,2.73,2.74,2.7,2.72,1837090,-0.01,-0.366300366,2.72,0.04
22/01/2018,2.7,2.74,2.69,2.71,4853971,0.01,0.37037037,2.715,0.05
18/01/2018,2.62,2.67,2.62,2.65,4554739,0.03,1.145038168,2.645,0.05
17/01/2018,2.62,2.64,2.61,2.64,275340,0.02,0.763358779,2.625,0.03
16/01/2018,2.64,2.64,2.63,2.64,2365232,0,0,2.635,0.01
15/01/2018,2.62,2.64,2.6,2.64,7783377,0.02,0.763358779,2.62,0.04
11/01/2018,2.61,2.63,2.61,2.62,9284711,0.01,0.383141762,2.62,0.02
10/01/2018,2.62,2.62,2.6,2.62,12534170,0,0,2.61,0.02
09/01/2018,2.62,2.63,2.62,2.62,3761105,0,0,2.625,0.01
08/01/2018,2.65,2.66,2.61,2.62,599426,-0.03,-1.132075472,2.635,0.05
04/01/2018,2.62,2.64,2.61,2.62,438003,0,0,2.625,0.03
03/01/2018,2.6,2.64,2.6,2.64,1158370,0.04,1.538461538,2.62,0.04
02/01/2018,2.6,2.65,2.6,2.63,488737,0.03,1.153846154,2.625,0.05
